#ChiSquare1 = 1/Nd*sum(B_exp-B_th)^2/sigma
#ChiSquare2 = sqrt(1/Nd*sum(B_exp-B_th)^2)^2) MeV
#ChiSquare3 = sum(B_exp-B_th)^2/B_exp^2
#ChiSquare4 = ChiSquare2 using only s-wave#ChiSquare5 = ChiSquare2 using only s-p splitting
#ChiSquare6 = ChiSquare2 using only heavyer than 13C_Lam
index,NParamType,LParameterType,J (MeV),L (MeV),K (MeV),m*/m,ChiSquare6
909,SLy4,J-30L20K600ms_m0.75,-29.99999999682126,20.000000017207668,600.0000000420508,0.7500000000265925,0.8439662192989351
703,SLy4,J-30L-50K0ms_m0.8,-29.99999996715572,-49.99999988512605,4.389304564256236e-08,0.7999999999970194,0.8546498358765898
739,SLy4,J-30L-40K300ms_m0.8,-29.99999999572149,-39.99999998013847,300.00000003313374,0.7999999999970194,0.7872692866746578
766,SLy4,J-30L-30K300ms_m0.8,-30.000000001182425,-30.00000000337721,300.00000000592024,0.7999999999970194,0.6299614016917292
793,SLy4,J-30L-20K300ms_m0.8,-30.000000011948245,-20.000000053140557,299.999999925657,0.7999999999970194,0.5686995507090243
820,SLy4,J-30L-10K300ms_m0.8,-29.9999999898228,-9.999999971020316,299.99999997886914,0.8000000000468982,0.6752280263355411
640,SLy4,J-31L0K600ms_m0.8,-31.00000001624978,-4.760446969953591e-08,600.0000000368043,0.7999999999970193,0.7897672724551131
667,SLy4,J-31L10K600ms_m0.8,-31.00000002316064,9.999999921907204,599.999999995091,0.8000000000468982,0.7100025050153616
910,SLy4,J-30L20K600ms_m0.8,-29.999999984483928,20.00000007904933,600.0000001665093,0.7999999999295361,0.7984318984175869
713,SLy4,J-30L-50K300ms_m0.85,-30.000000011461204,-50.00000003019311,300.000000044737,0.849999999998599,0.8384357121258937
740,SLy4,J-30L-40K300ms_m0.85,-29.99999998434906,-39.99999992313951,300.00000014781574,0.849999999998599,0.7334463788493776
767,SLy4,J-30L-30K300ms_m0.85,-30.00000000749329,-30.000000034794795,299.9999999437688,0.849999999998599,0.644922645451909
803,SLy4,J-30L-20K600ms_m0.85,-30.00000001837568,-20.00000004139025,600.0000001098437,0.849999999998599,0.7249144309359458
830,SLy4,J-30L-10K600ms_m0.85,-30.0000000238366,-10.000000064628892,600.0000000826299,0.849999999998599,0.6928355229810078
1073,SLy4,J-29L0K600ms_m0.85,-29.000000021144608,-5.483761356117611e-08,600.0000000896389,0.849999999998599,0.8092874278770633
884,SLy4,J-30L10K600ms_m0.85,-30.00000001978342,9.999999931195704,599.9999999825147,0.8499999999952866,0.7851845713469079
1127,SLy4,J-29L20K600ms_m0.85,-29.000000017091445,19.999999940987152,599.9999999895235,0.8499999999952866,1.011420288802718
714,SLy4,J-30L-50K300ms_m0.9,-30.00000000738899,-50.000000009710405,300.0000000863104,0.9000000000065753,0.8195588382310055
957,SLy4,J-29L-40K300ms_m0.9,-29.000000022380327,-40.00000008833561,299.99999991648593,0.9000000000065753,0.7628883788233746
984,SLy4,J-29L-30K300ms_m0.9,-29.000000005040107,-30.000000020369782,299.999999980477,0.9000000000065753,0.781128345989198
804,SLy4,J-30L-20K600ms_m0.9,-30.00000001430349,-20.000000020907777,600.0000001514169,0.9000000000065753,0.81017468723168
831,SLy4,J-30L-10K600ms_m0.9,-30.00000003731978,-10.000000131923317,599.9999999486489,0.9000000000010053,0.7165126125510766
1074,SLy4,J-29L0K600ms_m0.9,-29.00000003475576,-1.2277173766506166e-07,599.9999999543787,0.9000000000065753,0.7600433648127597
885,SLy4,J-30L10K600ms_m0.9,-30.000000015796505,9.99999995125198,600.0000000232349,0.9000000000065753,0.9464938840029532
1128,SLy4,J-29L20K600ms_m0.9,-29.000000013104497,19.99999996104341,600.0000000302442,0.9000000000065753,1.0708778983020586
931,SLy4,J-29L-50K300ms_m0.95,-29.000000005610303,-50.00000000844262,300.0000000575524,0.9500000000047768,0.8116973665888279
958,SLy4,J-29L-40K300ms_m0.95,-29.00000001098589,-40.000000031254665,300.0000000311919,0.9500000000006396,0.8285656371099415
994,SLy4,J-29L-30K600ms_m0.95,-29.000000092772385,-30.000000392370453,599.9999994882263,0.9500000000089144,0.8369736192274689
1021,SLy4,J-29L-20K600ms_m0.95,-29.00000001243953,-20.00000001921356,600.0000001235117,0.9500000000006396,0.7764488206032804
1048,SLy4,J-29L-10K600ms_m0.95,-29.0000000178578,-10.000000042239035,600.0000000967244,0.9499999999985708,0.8377070547644182
1291,SLy4,J-28L0K600ms_m0.95,-28.00000001537904,-3.351350130742503e-08,600.0000001016016,0.9500000000089144,1.0244670757465162
1102,SLy4,J-29L10K600ms_m0.95,-29.00000001410312,9.999999952093347,599.9999999936243,0.9500000000089144,1.0550651036606613
1345,SLy4,J-28L20K600ms_m0.95,-28.00000001141113,19.9999999618848,600.0000000006332,0.9500000000089144,1.2894756866340036
932,SLy4,J-29L-50K300ms_m1.0,-29.00000000422257,-50.00000000140599,300.00000007211526,1.0,1.1341816424744933
1175,SLy4,J-28L-40K300ms_m1.0,-28.000000001530573,-39.9999999916145,300.0000000791242,1.0,0.9431335417049816
995,SLy4,J-29L-30K600ms_m1.0,-29.000000108982704,-30.00000047332412,599.9999993268088,1.0,0.9015180863348764
1022,SLy4,J-29L-20K600ms_m1.0,-29.000000011137075,-20.000000012603262,600.0000001372215,1.0,0.9410924198262086
1049,SLy4,J-29L-10K600ms_m1.0,-29.000000016597998,-10.000000035842165,600.0000001100078,1.0,0.942389145681742
1292,SLy4,J-28L0K600ms_m1.0,-28.000000013906003,-2.6050372525787683e-08,600.0000001170172,1.0,1.0554983737578891
1103,SLy4,J-29L10K600ms_m1.0,-29.000000012630096,9.999999959556304,600.0000000090399,1.0,1.2139919296646928
1346,SLy4,J-28L20K600ms_m1.0,-28.000000009938105,19.99999996934784,600.000000016049,1.0,1.3697914192389131
